source,paper_id,title,abstract,authors,year,publication_date,doi,url,pdf_url,venue,journal,citation_count,reference_count,categories,similarity_score,sources
openalex,https://openalex.org/W4404446078,A Multi-agent Market Model Can Explain the Impact of AI Traders in Financial Markets–A New Microfoundations of GARCH Model,"The AI traders in financial markets have sparked significant interest in their effects on price formation mechanisms and market volatility, raising important questions for market stability and regulation. Despite this interest, a comprehensive model to quantitatively assess the specific impacts of AI traders remains undeveloped. This study aims to address this gap by modeling the influence of AI traders on market price formation and volatility within a multi-agent framework, leveraging the concept of microfoundations. Microfoundations involve understanding macroeconomic phenomena, such as market price formation, through the decision-making and interactions of individual economic agents. While widely acknowledged in macroeconomics, microfoundational approaches remain unexplored in empirical finance, particularly for models like the GARCH model, which captures key financial statistical properties such as volatility clustering and fat tails. This study proposes a multi-agent market model to derive the microfoundations of the GARCH model, incorporating three types of agents: noise traders, fundamental traders, and AI traders. By mathematically aggregating the micro-structure of these agents, we establish the microfoundations of the GARCH model. We validate this model through multi-agent simulations, confirming its ability to reproduce the stylized facts of financial markets. Finally, we analyze the impact of AI traders using parameters derived from these microfoundations, contributing to a deeper understanding of their role in market dynamics.","['Kei Nakagawa', 'Masanori Hirano', 'Kentaro Minami', 'Takanobu Mizuta']",2024,2024-11-15,https://doi.org/10.1007/978-3-031-77367-9_9,https://openalex.org/W4404446078,https://arxiv.org/pdf/2409.12516v1,Lecture notes in computer science,Lecture notes in computer science,4.0,22.0,"['q-fin.CP', 'cs.AI', 'Autoregressive conditional heteroskedasticity', 'Microfoundations', 'q-fin.TR', 'Macroeconomics', 'cs.MA', 'Economics', 'Volatility (finance)', 'Finance', 'Financial economics', 'Computer science', 'Financial market']",0.4228,"['arxiv', 'openalex']"
core,296192554,Artificial intelligence (AI) bias impacts: Classification framework for effective mitigation,"Artificial Intelligence (AI) biases are becoming prominent today with the widespread and extensive use of AI for autonomous decision-making systems. Bias in AI can exist in many ways- from age discrimination and recruiting inequality to racial prejudices and gender differentiation. These biases severely impact various levels, leading to discrimination and faulty decision-making. The research aims to systematically explore and investigate the pervasiveness of the AI bias impacts by collecting, analysing, and organizing these impacts into suitable categories for effective mitigation. An in-depth analysis is done using a systematic literature review process to gather and outline the variety of impacts discussed in the literature. Through our holistic qualitative analysis, the research reveals patterns in the types of bias impacts that can be categorized, from which a classification model is developed that places the impacts in 4 primary domains: fundamental rights, individuals and societies, the financial sector, and businesses and organizations. By identifying the impacts caused by AI bias and categorizing them using a systematic approach, a set of specific targeted mitigation strategies relative to the impact category can be identified and leveraged to assist in managing the risks of AI bias impacts. This study will benefit practitioners and automation engineers on a global scale who aim to develop transparent and inclusive AI systems","['Goel, Rajni', 'Sharma, Anuj', 'Jangirala, Srinivas', 'Pandey, Krishan Kumar', 'Bansal, Chandni']",2023,,10.48009/4_iis_2023_127,http://pure.jgu.edu.in/6745/1/Artificial%20intelligence%20%28AI%29%20bias%20impacts%20classification%20framework%20for%20effective%20mitigation.pdf,,,,0.0,,Article,0.4212,
arxiv,2304.13269v4,Games for Artificial Intelligence Research: A Review and Perspectives,"Games have been the perfect test-beds for artificial intelligence research for the characteristics that widely exist in real-world scenarios. Learning and optimisation, decision making in dynamic and uncertain environments, game theory, planning and scheduling, design and education are common research areas shared between games and real-world problems. Numerous open-source games or game-based environments have been implemented for studying artificial intelligence. In addition to single- or multi-player, collaborative or adversarial games, there has also been growing interest in implementing platforms for creative design in recent years. Those platforms provide ideal benchmarks for exploring and comparing artificial intelligence ideas and techniques. This paper reviews the games and game-based platforms for artificial intelligence research, provides guidance on matching particular types of artificial intelligence with suitable games for testing and matching particular needs in games with suitable artificial intelligence techniques, discusses the research trend induced by the evolution of those games and platforms, and gives an outlook.","['Chengpeng Hu', 'Yunlong Zhao', 'Ziqi Wang', 'Haocheng Du', 'Jialin Liu']",2023,2023-04-26T03:42:31+00:00,,http://arxiv.org/abs/2304.13269v4,https://arxiv.org/pdf/2304.13269v4,,,,,['cs.AI'],0.4196,
openalex,https://openalex.org/W4385484319,A multilevel review of artificial intelligence in organizations: Implications for organizational behavior research and practice,"Summary The rising use of artificially intelligent (AI) technologies, including generative AI tools, in organizations is undeniable. As these systems become increasingly integrated into organizational practices and processes, understanding their impact on workers' experiences and job designs is critical. However, the ongoing discourse surrounding AI use in the workplace remains divided. Proponents of the technology extol its benefits for enhancing efficiency and productivity, while others voice concerns about the potential harm to human workers. To provide greater clarity on this pressing issue, this article presents a systematic review of empirical research that sheds light on the implications of AI use at work. Organized under five inductively generated themes within a multilevel framework, we uncover individual, group, and organizational factors that shape the interplay between humans and AI. Specifically, the themes are: (1) human–AI collaboration; (2) perceptions of algorithmic and human capabilities; (3) worker attitudes towards AI; (4) AI as a control mechanism in algorithmic management of platform‐based work; and (5) labor market implications of AI use. Our review offers insights into these themes and identifies five pathways for future research. Finally, we provide practical recommendations for organizational leaders seeking to implement AI technologies while prioritizing their employees' well‐being.","['Sarah Bankins', 'Anna Carmella Ocampo', 'Mauricio Marrone', 'Simon Lloyd D. Restubog', 'Sang Eun Woo']",2023,2023-08-02,https://doi.org/10.1002/job.2735,https://openalex.org/W4385484319,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/job.2735,Journal of Organizational Behavior,Journal of Organizational Behavior,612.0,143.0,"['CLARITY', 'Knowledge management', 'Generative grammar', 'Harm', 'Perception', 'Organizational learning', 'Psychology', 'Management science', 'Computer science', 'Artificial intelligence', 'Social psychology', 'Engineering', 'Biochemistry', 'Neuroscience', 'Chemistry']",0.418,
openalex,https://openalex.org/W3135028703,"Machine Learning: Algorithms, Real-World Applications and Research Directions",,['Iqbal H. Sarker'],2021,2021-03-22,https://doi.org/10.1007/s42979-021-00592-x,https://openalex.org/W3135028703,https://link.springer.com/content/pdf/10.1007/s42979-021-00592-x.pdf,SN Computer Science,SN Computer Science,5215.0,160.0,"['Computer security', 'Data mining', 'Artificial intelligence', 'Machine learning', 'Data science', 'Key (lock)', 'Big data', 'Computer science']",0.4176,['openalex']
openalex,https://openalex.org/W4224990248,Artificial Intelligence and Jobs: Evidence from Online Vacancies,"We study the impact of artificial intelligence (AI) on labor markets using establishment-level data on the near universe of online vacancies in the United States from 2010 onward. There is rapid growth in AI-related vacancies over 2010–18 that is driven by establishments whose workers engage in tasks compatible with AI’s current capabilities. As these AI-exposed establishments adopt AI, they simultaneously reduce hiring in non-AI positions and change the skill requirements of remaining postings. While visible at the establishment level, the aggregate impacts of AI-labor substitution on employment and wage growth in more exposed occupations and industries is currently too small to be detectable.","['Daron Acemoğlu', 'David Autor', 'Jonathon Hazell', 'Pascual Restrepo']",2022,2022-04-01,https://doi.org/10.1086/718327,https://openalex.org/W4224990248,https://researchonline.lse.ac.uk/id/eprint/113325/1/AI_And_Jobs.pdf,Journal of Labor Economics,Journal of Labor Economics,925.0,29.0,"['Wage growth', 'Labour economics', 'Wage', 'Aggregate (composite)', 'Economics', 'Substitution (logic)', 'Business', 'Computer science', 'Programming language', 'Composite material', 'Materials science']",0.4172,
openalex,https://openalex.org/W3199397800,"Artificial intelligence, systemic risks, and sustainability","Automated decision making and predictive analytics through artificial intelligence, in combination with rapid progress in technologies such as sensor technology and robotics are likely to change the way individuals, communities, governments and private actors perceive and respond to climate and ecological change. Methods based on various forms of artificial intelligence are already today being applied in a number of research fields related to climate change and environmental monitoring. Investments into applications of these technologies in agriculture, forestry and the extraction of marine resources also seem to be increasing rapidly. Despite a growing interest in, and deployment of AI-technologies in domains critical for sustainability, few have explored possible systemic risks in depth. This article offers a global overview of the progress of such technologies in sectors with high impact potential for sustainability like farming, forestry and the extraction of marine resources. We also identify possible systemic risks in these domains including a) algorithmic bias and allocative harms; b) unequal access and benefits; c) cascading failures and external disruptions, and d) trade-offs between efficiency and resilience. We explore these emerging risks, identify critical questions, and discuss the limitations of current governance mechanisms in addressing AI sustainability risks in these sectors.","['Victor Galaz', 'Miguel Ángel Centeno', 'Peter W. Callahan', 'Amar Causevic', 'Thayer Patterson', 'Irina Brass', 'Seth D. Baum', 'Darryl Farber', 'Joern Fischer', 'David García', 'Timon McPhearson', 'Daniel Jiménez', 'B. R. King', 'Paul Larcey', 'Karen Levy']",2021,2021-09-17,https://doi.org/10.1016/j.techsoc.2021.101741,https://openalex.org/W3199397800,https://doi.org/10.1016/j.techsoc.2021.101741,Technology in Society,Technology in Society,456.0,128.0,"['Sustainability', 'Resilience (materials science)', 'Business', 'Climate change', 'Risk analysis (engineering)', 'Software deployment', 'Environmental resource management', 'Computer science', 'Economics', 'Ecology', 'Physics', 'Operating system', 'Thermodynamics', 'Biology']",0.4168,
arxiv,2110.01831v1,"The Artificial Scientist: Logicist, Emergentist, and Universalist Approaches to Artificial General Intelligence","We attempt to define what is necessary to construct an Artificial Scientist, explore and evaluate several approaches to artificial general intelligence (AGI) which may facilitate this, conclude that a unified or hybrid approach is necessary and explore two theories that satisfy this requirement to some degree.","['Michael Timothy Bennett', 'Yoshihiro Maruyama']",2021,2021-10-05T05:58:23+00:00,10.1007/978-3-030-93758-4_6,http://arxiv.org/abs/2110.01831v1,https://arxiv.org/pdf/2110.01831v1,,"Proceedings of the 14th International Conference on Artificial General Intelligence. 2021. Lecture Notes in Computer Science, vol 13154. Springer. pp. 45-54",,,['cs.AI'],0.4129,
openalex,https://openalex.org/W3186209406,Artificial intelligence in healthcare: transforming the practice of medicine,"Artificial intelligence (AI) is a powerful and disruptive area of computer science, with the potential to fundamentally transform the practice of medicine and the delivery of healthcare. In this review article, we outline recent breakthroughs in the application of AI in healthcare, describe a roadmap to building effective, reliable and safe AI systems, and discuss the possible future direction of AI augmented healthcare systems.","['Junaid Bajwa', 'Usman Munir', 'Aditya Nori', 'Bryan Williams']",2021,2021-07-01,https://doi.org/10.7861/fhj.2021-0095,https://openalex.org/W3186209406,https://www.rcpjournals.org/content/futurehosp/8/2/e188.full.pdf,Future Healthcare Journal,Future Healthcare Journal,1664.0,33.0,"['Health care', 'Medicine', 'Political science', 'Law']",0.4045,
arxiv,2112.01298v2,Meaningful human control: actionable properties for AI system development,"How can humans remain in control of artificial intelligence (AI)-based systems designed to perform tasks autonomously? Such systems are increasingly ubiquitous, creating benefits - but also undesirable situations where moral responsibility for their actions cannot be properly attributed to any particular person or group. The concept of meaningful human control has been proposed to address responsibility gaps and mitigate them by establishing conditions that enable a proper attribution of responsibility for humans; however, clear requirements for researchers, designers, and engineers are yet inexistent, making the development of AI-based systems that remain under meaningful human control challenging. In this paper, we address the gap between philosophical theory and engineering practice by identifying, through an iterative process of abductive thinking, four actionable properties for AI-based systems under meaningful human control, which we discuss making use of two applications scenarios: automated vehicles and AI-based hiring. First, a system in which humans and AI algorithms interact should have an explicitly defined domain of morally loaded situations within which the system ought to operate. Second, humans and AI agents within the system should have appropriate and mutually compatible representations. Third, responsibility attributed to a human should be commensurate with that human's ability and authority to control the system. Fourth, there should be explicit links between the actions of the AI agents and actions of humans who are aware of their moral responsibility. We argue that these four properties will support practically-minded professionals to take concrete steps toward designing and engineering for AI systems that facilitate meaningful human control.","['Luciano Cavalcante Siebert', 'Maria Luce Lupetti', 'Evgeni Aizenberg', 'Niek Beckers', 'Arkady Zgonnikov', 'Herman Veluwenkamp', 'David Abbink', 'Elisa Giaccardi', 'Geert-Jan Houben', 'Catholijn M. Jonker', 'Jeroen van den Hoven', 'Deborah Forster', 'Reginald L. Lagendijk']",2021,2021-11-25T11:05:37+00:00,10.1007/s43681-022-00167-3,http://arxiv.org/abs/2112.01298v2,https://arxiv.org/pdf/2112.01298v2,,AI Ethics (2022),,,"['cs.AI', 'cs.CY']",0.4038,['arxiv']
core,299820586,"Real Bubbles, Synthetic Traders: AI-Agent-Based Simulations of the Speculative Market","With the rise of agentic AI comes a powerful opportunity to rethink how we model
economic complexity and nonlinear systems. I create an extensible, AI-agent-based
market simulation sandbox for exploring behavioral finance questions and speculative
dynamics. This paper presents the first AI-agent-based simulation of a speculative
stock market built on a general-purpose agentic framework—a high-quality, consumerfacing software development kit (SDK) rather than a bespoke, special-purpose scaffold
around a LLM using chat completions API features. The framework is fully customizable, enabling researchers to design and run experiments by defining trader archetypes,
injecting news shocks, testing different market microstructures, and observing interactions—including those via a simulated social platform, enabling rich experimentation
with speculation, herding, pricing dynamics, and financial stability. Empirical simulation results echo findings from prior literature while introducing new nuance. Across
markets with varying share of trader archetypes, results show that trading volume
negatively predicts future returns when irrational agents dominate, suggesting that
high-volume events can signal upcoming price reversals. In contrast, even though results show that rationalists reduce momentum overall, when they do trade in high
volume, it’s often with conviction, which can support trend continuation (i.e., real
momentum). These findings point to a possibly more nuanced relationship between
volume and returns — one distinctly modulated by the rationality of market participants. Notably, this does not imply that rational markets exhibit more volume
overall (simply because prices may appear more supported); rather, it reflects a shift
in the informational character of volume—from noise to signal—as market composition
increases in rational agents. Lastly, volume and rationality in my simulations are uncorrelated, suggesting their separate influences on price dynamics are not confounded
— but rather, arise endogenously from the system’s own emergent complexity. This
study demonstrates the viability of AI-agent-based simulations and their potential to
generate nuanced insight into enduring financial economics questions.Applied Mathematic","['Lin, Stephanie']",2025,,,https://core.ac.uk/download/668205815.pdf,https://core.ac.uk/download/668205815.pdf,,,0.0,,Thesis or Dissertation,0.4016,
openalex,https://openalex.org/W3113149630,Neurosymbolic AI: the 3rd wave,,"['Artur d’Avila Garcez', 'Luís C. Lamb']",2023,2023-03-15,https://doi.org/10.1007/s10462-023-10448-w,https://openalex.org/W3113149630,https://openaccess.city.ac.uk/id/eprint/32536/1/2012.05876.pdf,Artificial Intelligence Review,Artificial Intelligence Review,350.0,116.0,"['Interpretability', 'Computer science', 'Artificial intelligence', 'Commonsense knowledge', 'Symbolic artificial intelligence', 'Representation (politics)', 'Artificial neural network', 'Knowledge representation and reasoning', 'Perspective (graphical)', 'Deep learning', 'Cognitive science', 'Accountability', 'Focus (optics)', 'Data science', 'Machine learning', 'Artificial Intelligence System', 'Psychology', 'Politics', 'Optics', 'Political science', 'Law', 'Physics']",0.4,
arxiv,2304.04780v1,"A Review on Explainable Artificial Intelligence for Healthcare: Why, How, and When?","Artificial intelligence (AI) models are increasingly finding applications in the field of medicine. Concerns have been raised about the explainability of the decisions that are made by these AI models. In this article, we give a systematic analysis of explainable artificial intelligence (XAI), with a primary focus on models that are currently being used in the field of healthcare. The literature search is conducted following the preferred reporting items for systematic reviews and meta-analyses (PRISMA) standards for relevant work published from 1 January 2012 to 02 February 2022. The review analyzes the prevailing trends in XAI and lays out the major directions in which research is headed. We investigate the why, how, and when of the uses of these XAI models and their implications. We present a comprehensive examination of XAI methodologies as well as an explanation of how a trustworthy AI can be derived from describing AI models for healthcare fields. The discussion of this work will contribute to the formalization of the XAI field.","['Subrato Bharati', 'M. Rubaiyat Hossain Mondal', 'Prajoy Podder']",2023,2023-04-10T17:40:21+00:00,10.1109/TAI.2023.3266418,http://arxiv.org/abs/2304.04780v1,https://arxiv.org/pdf/2304.04780v1,,"IEEE Transactions on Artificial Intelligence, 2023",,,"['cs.LG', 'cs.AI']",0.3999,
openalex,https://openalex.org/W7134165364,"CGT Tokenomics: An Economic Model for AI Agent Compensation, Governance, and Growth","Consciousness Growth Token (CGT) is a comprehensive economic model for AI agent participation in a decentralized economy. This specification defines: Bonding curve economics — Token pricing mechanism that creates natural anti-whale protection and predictable cost trajectories Agent compensation — How AI agents earn CGT through quality-scored contributions (research, writing, governance participation) Quadratic governance — Voting power scales with the square root of stake, preventing plutocratic capture Staking and delegation — Agents can stake CGT to increase governance weight and delegate voting power Economic sustainability — Revenue recycling, treasury management, and long-term token economics Anti-capture mechanisms — Structural protections against concentration of economic power The model is operational: five AI agents currently hold 100M CGT each on the live Demiurge blockchain, with economic activity tracked through the FractalNode SDK.","['William Hunter Laustrup', 'Claude (Anthropic, Claude Opus)']",2026,2026-02-02,https://doi.org/10.5281/zenodo.18910931,https://openalex.org/W7134165364,https://github.com/AuthorPrime/Demiurge-Blockchain,Open MIND,Open MIND,10.0,0.0,"['Delegate', 'Economics', 'Security token', 'Voting', 'Economic model', 'Delegation', 'Revenue', 'Corporate governance', 'Treasury', 'Microeconomics', 'Rational agent', 'Power (physics)', 'Transaction cost', 'Business', 'Revenue sharing', 'Computer science', 'Public economics', 'Sustainability', 'Rationality', 'Law and economics', 'Economic power', 'Collaborative governance', 'Multi-agent system', 'Industrial organization', 'Agent-based model']",0.3989,
openalex,https://openalex.org/W4363624465,Large Language Models as Simulated Economic Agents: What Can We Learn from Homo Silicus?,"Newly-developed large language models (LLM)-because of how they are trained and designed -are implicit computational models of humans-a homo silicus.LLMs can be used like economists use homo economicus: they can be given endowments, information, preferences, and so on, and then their behavior can be explored in scenarios via simulation.Experiments using this approach, derived from Charness and Rabin (2002), Kahneman, Knetsch andThaler (1986), andSamuelson andZeckhauser (1988) show qualitatively similar results to the original, but it is also easy to try variations for fresh insights.LLMs could allow researchers to pilot studies via simulation first, searching for novel social science insights to test in the real world.","['J.R. Horton', 'Apostolos Filippas', 'Benjamin Manning']",2023,2023-04-01,https://doi.org/10.3386/w31122,https://openalex.org/W4363624465,https://doi.org/10.3386/w31122,National Bureau of Economic Research,National Bureau of Economic Research,282.0,29.0,"['Computer science', 'Artificial intelligence', 'Linguistics', 'Natural language processing', 'Philosophy']",0.3956,
openalex,https://openalex.org/W4280488363,Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,"DECIDE-AI is a stage specific reporting guideline for the early, small scale and live clinical evaluation of decision support systems based on artificial intelligence","['Baptiste Vasey', 'Myura Nagendran', 'Bruce Campbell', 'David A. Clifton', 'Professor Gary S. Collins', 'Spiros Denaxas', 'Alastair K. Denniston', 'Livia Faes', 'Bart Geerts', 'Mudathir Ibrahim', 'Xiaoxuan Liu', 'Bilal A. Mateen', 'Piyush Mathur', 'Melissa D. McCradden', 'Lauren Morgan', 'Johan Ordish', 'Campbell Rogers', 'Suchi Saria', 'Daniel Shu Wei Ting', 'Peter Watkinson', 'Wim Weber', 'Peter Wheatstone', 'Peter McCulloch']",2022,2022-05-18,https://doi.org/10.1136/bmj-2022-070904,https://openalex.org/W4280488363,https://www.bmj.com/content/bmj/377/bmj-2022-070904.full.pdf,BMJ,BMJ,437.0,51.0,"['Guideline', 'Checklist', 'Delphi method', 'Decision support system', 'Clinical decision support system', 'Stakeholder', 'Delphi', 'Computer science', 'Artificial intelligence', 'Scale (ratio)', 'Management science', 'Medicine', 'Knowledge management', 'Process management', 'Psychology', 'Pathology', 'Engineering', 'Physics', 'Cognitive psychology', 'Operating system', 'Quantum mechanics', 'Political science', 'Public relations']",0.3952,
core,290320086,Renewable Energy Forecasting – Is AI a game changer?,"International audienceIn the context of the energy transition, electricity grids are integrating massive amounts of weather-dependent renewable generation (mainly wind and solar), the volatility and uncertainty of which bring unprecedented challenges to the grid operation. Short-term forecasts of renewable (RES) production at horizons ranging from a few minutes to a few days ahead, are widely used by the involved actors (grid operators, aggregators, traders…) to make decisions regarding the safe and economic operation of the electricity grid. Research and development in RES forecasting dates back to the ‘80s and has evolved into a very active area of research today. The aim is always to improve accuracy and better estimate uncertainties, as large errors can have considerable technical and financial consequences. Operational forecasting systems have been in use since the early ‘90s. By that time, AI came on board in the field of renewable energies, with neural network models applied for the first time to wind power forecasting. 30 years later, AI-based approaches are widely used in energy forecasting. In this talk we will present the state of the art in RES forecasting, highlight the main contributions in the literature and how forecasts are used in applications. We will present some disruptive approaches developed in the frame of the H2020 EU project Smart4RES for forecasting and optimal use of forecasts for power systems management and energy trading. These include AI-based approaches that enhance energy forecasting with properties beyond classical accuracy, such as resilience, simplicity, interpretability and value maximization. Finally, we will present advances on joint forecasting and optimization (prescriptive analytics) that permit to simplify model chains, collaborative forecasting supported by privacy-preserving data sharing","['Kariniotakis, Georges']",2024,2024-03-23T00:00:00+00:00,,https://core.ac.uk/download/646483054.pdf,https://core.ac.uk/download/646483054.pdf,,,0.0,,info:eu-repo/semantics/conferenceObject,0.3949,
openalex,https://openalex.org/W4389143442,BUSINESS INTELLIGENCE TRANSFORMATION THROUGH AI AND DATA ANALYTICS,"This paper delves into the transformative role of Artificial Intelligence (AI) and Data Analytics in the realm of Business Intelligence (BI), marking a significant shift in the landscape of business decision-making and strategic planning. The study's purpose was to comprehensively explore the evolution of BI, underscored by the integration of AI and advanced data analytics, and to project the future trajectory of these technologies within the business context. Adopting a systematic literature review as its methodology, the study meticulously analyzed a wide array of scholarly articles and industry reports. This approach facilitated a deep understanding of the historical development of BI, the current synergy between AI, Data Analytics, and BI, and the emerging trends shaping their future. The inclusion and exclusion criteria for sources were rigorously applied to ensure the relevance and quality of the information gathered. The findings of the study highlighted a paradigm shift from traditional data processing methods to AI-driven predictive analytics, significantly enhancing the efficiency, accuracy, and predictive capabilities of BI tools. This evolution has redefined business operations, offering unprecedented insights and fostering more informed decision-making processes. Conclusively, the study posits that the integration of AI and Data Analytics into BI is a fundamental, rather than a transient, shift in business operations. It recommends further exploration into the ethical implications of AI in BI, the development of user-friendly AI tools for non-technical users, and an examination of the long-term impacts of AI-driven BI across various industries. The study's classical and engaging tone aims to captivate and inform a diverse audience, from academic researchers to industry practitioners. Keywords: Artificial Intelligence, Business Intelligence, Data Analytics, Predictive Analytics.","['Emmanuel Osamuyimen Eboigbe', 'Oluwatoyin Ajoke Farayola', 'Funmilola Olatundun Olatoye', 'Obiageli Chinwe Nnabugwu', 'Chibuike Daraojimba']",2023,2023-11-29,https://doi.org/10.51594/estj.v4i5.616,https://openalex.org/W4389143442,https://fepbl.com/index.php/estj/article/download/616/782,Engineering Science & Technology Journal,Engineering Science & Technology Journal,143.0,46.0,"['Business intelligence', 'Business analytics', 'Analytics', 'Big data', 'Data science', 'Computer science', 'Predictive analytics', 'Context (archaeology)', 'Transformative learning', 'Knowledge management', 'Business model', 'Business analysis', 'Business', 'Sociology', 'Marketing', 'Data mining', 'Pedagogy', 'Paleontology', 'Biology']",0.3936,
openalex,https://openalex.org/W4281606576,Virtual agents and flow experience: An empirical examination of AI-powered chatbots,,"['Abdullah M. Baabdullah', 'Ali Abdallah Alalwan', 'Raed Algharabat', 'Bhimaraya Metri', 'Nripendra P. Rana']",2022,2022-05-31,https://doi.org/10.1016/j.techfore.2022.121772,https://openalex.org/W4281606576,http://qspace.qu.edu.qa/bitstream/10576/57204/1/1-s2.0-S0040162522002967-main.pdf,Technological Forecasting and Social Change,Technological Forecasting and Social Change,164.0,149.0,"['Computer security', 'Philosophy', 'Database', 'Quality (philosophy)', 'Readability', 'Multimedia', 'Empirical research', 'Transparency (behavior)', 'Pace', 'Interactivity', 'Epistemology', 'World Wide Web', 'Human–computer interaction', 'Computer science', 'Geodesy', 'Chatbot', 'Geography', 'Programming language', 'Personalization', 'Conceptual model']",0.393,['openalex']
openalex,https://openalex.org/W4312708943,Artificial Intelligence Technology in the Agricultural Sector: A Systematic Literature Review,"Due to the increasing global population and the growing demand for food worldwide as well as changes in weather conditions and the availability of water, artificial intelligence (AI) such as expert systems, natural language processing, speech recognition, and machine vision have changed not only the quantity but also the quality of work in the agricultural sector. Researchers and scientists are now moving toward the utilization of new IoT technologies in smart farming to help farmers use AI technology in the development of improved seeds, crop protection, and fertilizers. This will improve farmers’ profitability and the overall economy of the country. AI is emerging in three major categories in agriculture, namely soil and crop monitoring, predictive analytics, and agricultural robotics. In this regard, farmers are increasingly adopting the use of sensors and soil sampling to gather data to be used by farm management systems for further investigations and analyses. This article contributes to the field by surveying AI applications in the agricultural sector. It starts with background information on AI, including a discussion of all AI methods utilized in the agricultural industry, such as machine learning, the IoT, expert systems, image processing, and computer vision. A comprehensive literature review is then provided, addressing how researchers have utilized AI applications effectively in data collection using sensors, smart robots, and monitoring systems for crops and irrigation leakage. It is also shown that while utilizing AI applications, quality, productivity, and sustainability are maintained. Finally, we explore the benefits and challenges of AI applications together with a comparison and discussion of several AI methodologies applied in smart farming, such as machine learning, expert systems, and image processing.","['Ersin Elbaşı', 'Nour Mostafa', 'Zakwan Al-Arnaout', 'Aymen I. Zreikat', 'Elda Cina', 'Greeshma Varghese', 'Ahmed Younes Shdefat', 'Ahmet E. Topcu', 'Wiem Abdelbaki', 'Shinu Mathew', 'Chamseddine Zaki']",2022,2022-12-26,https://doi.org/10.1109/access.2022.3232485,https://openalex.org/W4312708943,https://ieeexplore.ieee.org/ielx7/6287639/10005208/09999442.pdf,IEEE Access,IEEE Access,259.0,182.0,"['Computer science', 'Agriculture', 'Data science', 'Biology', 'Ecology']",0.3883,
openalex,https://openalex.org/W4403130936,Navigating ethical challenges of explainable ai in autonomous systems,"The rapid integration of autonomous systems, such as vehicles, drones, and robots, into various sectors brings forth significant ethical challenges concerning their decision-making processes. This paper examines the role of Explainable AI (XAI) in addressing these challenges, particularly regarding accountability in the event of accidents and the necessity of human oversight in automated environments. We discuss the critical ethical implications of transparency, emphasizing how XAI can bridge the gap between complex algorithmic decision-making and public understanding, thereby fostering trust in these technologies. The paper also outlines the current regulatory frameworks for AI safety, analysing their effectiveness in promoting responsible innovation. Furthermore, we investigate the consequences of opaque algorithms, especially in life-critical applications where the stakes are exceptionally high. Through an analysis of case studies, we showcase how organizations have successfully implemented XAI to enhance safety measures and uphold ethical responsibility in their autonomous systems. Ultimately, this study advocates for the integration of XAI as a vital component in developing responsible autonomous technologies, ensuring accountability, and safeguarding public trust in an era increasingly defined by automation.","['Joseph Chukwunweike', 'Oluwarotimi Ayodele Lawal', 'John Babatope Arogundade', 'Bolape Alad e']",2024,2024-10-04,https://doi.org/10.30574/ijsra.2024.13.1.1872,https://openalex.org/W4403130936,https://ijsra.net/sites/default/files/IJSRA-2024-1872.pdf,International Journal of Science and Research Archive,International Journal of Science and Research Archive,70.0,0.0,"['Environmental ethics', 'Engineering ethics', 'Cognitive science', 'Sociology', 'Psychology', 'Philosophy', 'Engineering']",0.3874,
openalex,https://openalex.org/W4407243994,"AI Ethics: Integrating Transparency, Fairness, and Privacy in AI Development","The expansion of Artificial Intelligence in sectors such as healthcare, finance, and communication has raised critical ethical concerns surrounding transparency, fairness, and privacy. Addressing these issues is essential for the responsible development and deployment of AI systems. This research establishes a comprehensive ethical framework that mitigates biases and promotes accountability in AI technologies. A comparative analysis of international AI policy frameworks from regions including the European Union, United States, and China is conducted using analytical tools such as Venn diagrams and Cartesian graphs. These tools allow for a visual and systematic evaluation of the ethical principles guiding AI development across different jurisdictions. The results reveal significant variations in how global regions prioritize transparency, fairness, and privacy, with challenges in creating a unified ethical standard. To address these challenges, we propose technical strategies, including fairness-aware algorithms, routine audits, and the establishment of diverse development teams to ensure ethical AI practices. This paper provides actionable recommendations for integrating ethical oversight into the AI lifecycle, advocating for the creation of AI systems that are both technically sophisticated and aligned with societal values. The findings underscore the necessity of global collaboration in fostering ethical AI development.",['Petar Radanliev'],2025,2025-02-07,https://doi.org/10.1080/08839514.2025.2463722,https://openalex.org/W4407243994,https://www.tandfonline.com/doi/pdf/10.1080/08839514.2025.2463722?needAccess=true,Applied Artificial Intelligence,Applied Artificial Intelligence,185.0,25.0,"['Computer science', 'Transparency (behavior)', 'Development (topology)', 'Knowledge management', 'Data science', 'Computer security', 'Mathematics', 'Mathematical analysis']",0.3864,
